Engine speed,KMR_20_2020_10_20_Robert_Stanciu_5000_Part_1_WAVE_Solver.sum,Intake_rpm
rpm,N*m,
3999.99707,47.40670013,6000
3499.998047,44.05858994,6000
3000,37.92404938,6000
2499.999023,35.02988052,6000
2000.000977,30.60910034,6000
1500.001953,32.39710999,6000
999.9995117,33.64720154,6000
15000,26.86360931,6000
14500,29.41976929,6000
14000,32.08116913,6000
13500,34.16495895,6000
13000,35.88492966,6000
12500.00977,38.20116043,6000
12000.00977,40.61074829,6000
11500,43.69866943,6000
10999.98047,46.48559952,6000
10500.00977,50.98088074,6000
10000,52.98907089,6000
9499.992188,54.75938034,6000
9000.004883,55.15367889,6000
8500.012695,53.76004028,6000
7999.992188,51.63069153,6000
7499.993164,48.42045975,6000
7000,45.94998932,6000
6499.983887,44.49134064,6000
5999.996094,36.97549057,6000
5500.003906,43.12841034,6000
5000.003906,46.94226837,6000
4500.000977,46.80609894,6000
4000.001953,44.6698494,6000
3500.000977,47.29000092,6000
2999.998047,37.57746887,6000
2500,29.15930939,6000
1999.996948,30.79924965,6000
1499.998047,33.33612061,6000
999.9946289,33.38172913,6000
15000,29.22970009,6000
14500.00977,31.54659081,6000
14000,33.91201019,6000
13499.99023,35.76900101,6000
13000,37.20806122,6000
12500,39.29867935,6000
11999.99023,41.90439987,6000
11500,44.81734085,6000
11000,46.93944168,6000
10500,51.23419952,6000
9999.985352,52.00257111,6000
9500.00293,53.46773911,6000
8999.995117,52.95856094,6000
8499.990234,49.26166916,6000
7999.996094,48.36185074,6000
7500.000977,50.15731049,6000
7000.00293,50.17657089,6000
6500,49.74251175,6000
6000,46.72661972,6000
5499.998047,36.67350006,6000
5000.001953,41.50254059,6000
4499.998047,48.11600113,6000
3999.99707,49.70586014,6000
3499.995117,42.53564072,6000
3000.001953,33.13042068,6000
2500.008057,31.38084984,6000
2000,31.59019089,6000
1499.998047,34.83831024,6000
1000.005005,33.46393967,6000
14999.99023,29.0323391,6000
14500,31.70762062,6000
14000,34.68281174,6000
13500.00977,36.86962891,6000
13000.00977,39.2439003,6000
12499.99023,41.27426147,6000
12000,43.32292175,6000
11499.99023,45.35308838,6000
10999.99023,47.32876968,6000
10500,50.53826904,6000
10000,50.63351059,6000
9499.998047,51.77642059,6000
8999.998047,51.75111008,6000
8499.999023,47.48131943,6000
8000.00293,43.67612076,6000
7499.98877,42.80651093,6000
7000.000977,45.80939865,6000
6499.998047,51.62413025,6000
5999.996094,51.72797012,6000
5500.003906,44.97800064,6000
4999.991211,40.2406311,6000
4499.999023,44.51974869,6000
4000,48.32537079,6000
3499.99292,40.6905098,6000
3000.001953,36.56776047,6000
2500.001953,33.6971817,6000
2000.003052,28.87615967,6000
1499.994995,34.72050095,6000
1000.007019,34.51477051,6000
15000,27.63427925,6000
14500,30.52716064,6000
13999.98047,33.46704865,6000
13500.00977,35.93939972,6000
13000.00977,38.4656105,6000
12500,41.44905853,6000
12000.00977,43.70677948,6000
11500,45.6169281,6000
10999.99023,47.41687012,6000
10499.99023,51.09664154,6000
10000,51.6099205,6000
9499.999023,54.11296082,6000
8999.99707,54.3481102,6000
8500.009766,52.31280899,6000
8000.003906,46.12881088,6000
7500.005859,43.80339813,6000
6999.996094,41.63074875,6000
6500,43.99319077,6000
5999.992188,45.72415924,6000
5500.005859,47.4305191,6000
5000.001953,45.28596878,6000
4500,47.36198044,6000
4000.006104,48.52531052,6000
3499.996094,36.61642075,6000
3000,35.20846176,6000
2500.000977,32.25476074,6000
1999.996948,27.22816086,6000
1499.999023,34.47171021,6000
999.9987183,35.05923843,6000
15000,28.62924004,6000
14499.99023,31.30998993,6000
14000,33.96033096,6000
13500.00977,36.2029686,6000
13000,39.01826859,6000
12499.99023,41.74007034,6000
11999.99023,43.89889908,6000
11500,45.86642838,6000
11000,47.46060181,6000
10500,50.56528091,6000
10000,50.21092987,6000
9499.999023,52.89942169,6000
9000.00293,54.2361908,6000
8500,53.065979,6000
8000.006836,50.42631912,6000
7499.999023,48.11964035,6000
7000.001953,46.89572906,6000
6499.994141,43.98117828,6000
6000.001953,37.37096024,6000
5500.001953,46.46046066,6000
5000.006836,47.9874115,6000
4499.994141,47.61193085,6000
3999.999023,47.38965988,6000
3500.000977,34.05273056,6000
2999.996094,37.34235001,6000
2500,33.62599182,6000
2000.001953,26.34359932,6000
1499.998047,33.38521957,6000
999.9995728,35.30725861,6000
14999.99023,30.24504089,6000
